id,d,institution
24209,39,UCL
125556,4,Univ St Etienne
24208,5,Natl Ctr Particle & High Energy Phys
5528,225,Acad Sinica
25467,2,Univ Glasgow
2081,90,IPN
4169,234,Calif State Univ Fresno
6174,157,Northwestern Univ
110936,12,Univ Fed Rio de Janeiro
6178,117,Natl Cent Univ
297264,5,Pfizer Global Res & Dev
286267,59,Adnexus Therapeut
24225,67,Univ Roma La Sapienza
49651,2,CNRS
238841,84,Univ Texas Arlington
6176,141,Florida Int Univ
204450,5,Acad Sinica
111564,38,Univ Toronto
2081,175,Univ Wisconsin
24208,198,Adiyaman Univ
6172,67,Ist Nazl Fis Nucl
5522,8,Univ Mons
6177,135,Carnegie Mellon Univ
5527,72,Univ Glasgow
83612,0,Univ Nantes
24208,116,ETH
5527,146,Univ Penn
5528,54,AGH UST
261887,5,UNS
6180,149,Univ Maryland
3001,13,Carnegie Mellon Univ
2081,0,Yerevan Phys Inst
6169,167,Univ Tennessee
5524,89,Univ Liverpool
115503,3,CHU Purpan
24225,51,Okayama Univ
6183,98,Univ Warsaw
2060,154,Czech Tech Univ
124029,2,CNRS
6174,148,Kansas State Univ
6178,172,Univ Virginia
6177,153,Univ Mississippi
263227,35,Humboldt Univ
6184,32,Tbilisi State Univ
39457,123,Univ Calif Santa Barbara
4169,207,Ctr Mixto UVEG CSIC
42460,0,European Mol Biol Lab
116937,6,Brandeis Univ
6176,27,CEA Saclay
6185,33,Rhein Westfal TH Aachen
63529,1,Norwegian Univ Sci & Technol
278316,11,Univ Granada
24208,135,CALTECH
20419,18,Auckland City Hosp
35106,4,Baylor Univ
48998,25,Univ Pisa
24208,83,Univ Piemonte Orientate Novara
15102,9,Univ Nantes
5526,162,Univ Roma La Sapienza
24208,68,Univ Naples Federico 2
5532,54,INFN Sez Bologna
19641,36,Estec
86334,2,Univ Ghent
178933,115,Budker Inst Nucl Phys
111565,30,Seoul Natl Univ
123499,1,European Mol Biol Lab
130165,9,Natl Cent Univ
24208,95,Univ Autonoma San Luis Potosi
5524,148,Charles Univ Prague
14560,2,CHU Lille
56416,1,Ecole Polytech
30175,77,Yale Univ
15640,31,Univ Claude Bernard Lyon 1
38841,18,LIGO
6172,23,Natl Inst Chem Phys & Biophys
255878,7,CALTECH
82756,7,Hosp Santa Creu & Sant Pau
259645,12,Nicolaus Copernicus Astron Ctr
13713,8,Univ Bologna
116938,18,Univ Florida
174544,6,Baylor Univ
5522,82,Univ Trieste
4169,17,Vinca Inst Nucl Sci
5524,211,ATLAS Canada
2060,49,Univ Clermont Ferrand
34582,5,Univ Hosp Gasthuisberg
283849,10,Hop Clemenceau
111565,19,Ist Nazl Fis Nucl
6177,186,Ist Nazl Fis Nucl
24240,65,Sapienza Univ Roma
5532,74,Univ Pisa
5524,92,Queen Mary Univ London
20152,193,Univ Toronto
6180,58,INFN Sez Catania
124029,0,Natl Res & Dev Inst Microtechnol
6178,10,Univ Mons
6184,83,Kyungpook Natl Univ
5525,161,Univ Oslo
5524,21,Bogazici Univ
6172,116,Univ Zurich
6173,99,Soltan Inst Nucl Studies
63956,3,Opt & Vis
6173,60,Univ Florence
5524,109,MIT
127377,87,Ist Nazl Fis Nucl
214001,1,Univ Barcelona
6185,116,Univ Zurich
6177,48,Tata Inst Fundamental Res EHEP
252411,2,Inst Claude Preval Tech Platform Interact & Profi
286553,0,FCEN UBA
5525,203,Univ Calif Irvine
4169,90,Kyoto Univ
149313,0,Inst Eurecom
63908,92,Louisiana Tech Univ
53127,90,Inst Astron
159417,3,Hop La Pitie Salpetriere
13753,73,Wayne State Univ
223321,0,Univ Lyon 2
3002,19,Joint Inst Nucl Res
159408,11,Novartis Pharmaceut
6167,38,Univ Karlsruhe
2060,108,Univ Melbourne
38841,33,INFN
171658,1,Univ Paris 11
171658,2,Univ Paris 13
6185,23,Natl Inst Chem Phys & Biophys
53127,18,Univ Glasgow
113291,62,Univ Paris 06
2068,65,Univ Roma La Sapienza
26871,0,Ist Nazl Fis Nucl
63908,28,NIKHEF H
5527,166,Univ Roma Tre
116937,26,Univ Helsinki
8063,29,Duke Univ
5532,171,Univ Virginia
8769,97,Soltan Inst Nucl Studies
86638,1,ENSIIE
6179,4,Res Inst Appl Phys Problems
6175,24,Helsinki Inst Phys
6180,89,Sungkyunkwan Univ
249638,1,Univ Poitiers Hosp
3001,37,Ctr Invest Energet Medioambientales & Tecnol
5526,51,Univ Copenhagen
48998,48,Natl Inst Subat Phys
119069,64,Wayne State Univ
6174,126,Brunel Univ
9057,3,Univ Crete
292379,2,Univ Bretagne Occidentale
6168,99,Soltan Inst Nucl Studies
20152,152,Acad Sci Czech Republic
256142,42,Univ Illes Balears
8769,193,Istanbul Tech Univ
126475,3,NEC Tokin Corp
6180,139,Univ Florida
74650,0,Inst Astrophys Spatiale
5527,228,Shandong Univ
24209,73,Tufts Univ
78946,0,Columbia Univ
181413,0,TOBB Univ Econ & Technol
6174,43,Inst Nucl Res ATOMKI
39457,13,Tech Univ Split
119102,3,Univ Paris 13
24208,69,INFN Sez Padova
5532,63,Univ Milano Bicocca
6185,158,Northeastern Univ
116937,41,Univ Michigan
5524,219,UK T1 RAL Tier 1
5525,100,Hiroshima Inst Technol
251165,1,INSERM
242111,5,Observ Strasbourg
5527,147,Petersburg Nucl Phys Inst
211172,22,Univ Pavia
5522,9,Ctr Brasileiro Pesquisas Fis
6183,21,Rudjer Boskovic Inst
13753,66,Rutgers State Univ
21861,41,MIT
6168,31,Acad Sci
24208,183,Univ Calif San Diego
10047,10,St Marys Univ
127377,84,Univ Turin
6175,143,Florida Inst Technol
6182,81,Ist Nazl Fis Nucl
113291,77,Stanford Linear Accelerator Ctr
4169,20,Univ Calif Berkeley
116937,58,Rockefeller Univ
56388,1,Texas A&M Univ
178933,42,Russian Fed Nucl Ctr VNIIEF
15640,93,Univ Autonoma San Luis Potosi
210290,7,CHU Toulouse
6174,133,Univ Calif Santa Barbara
13713,67,Univ Roma La Sapienza
63908,44,Warsaw Univ
6182,6,Vrije Univ Brussel
5532,102,Inst Theoret & Expt Phys
6184,171,Vanderbilt Univ
6176,48,Tata Inst Fundamental Res EHEP
6174,120,Middle E Tech Univ
70254,0,Univ Strasbourg
111565,39,Univ Michigan
6169,5,Univ Antwerp
5527,194,Univ Tsukuba
155205,1,Univ Paris 11
155205,2,Univ Paris 13
26764,7,INSERM
5528,179,Slovak Acad Sci
273217,29,Univ Tokyo
155641,0,Univ Montreal
160074,8,Univ Hosp Kralovske Vinohrady
6175,190,Suleyman Demirel Univ
273217,23,Sungkyunkwan Univ
4169,91,Natl Univ La Plata
113469,1,Univ Complutense Madrid
276039,8,Univ Calif Los Angeles
6174,18,Univ Los Andes
278316,35,Univ Bologna
159450,0,Bristol Myers Squibb Co
263864,0,Columbia Univ
121966,66,Univ Wisconsin
2060,13,Natl Tech Univ Athens
6176,135,Carnegie Mellon Univ
178934,31,Univ Manchester
2068,0,Univ Helsinki
58025,20,Inst Astrofis Canarias
78955,7,Observ Carnegie Inst Washington
5532,78,INFN Sez Torino
5532,109,Univ Autonoma Madrid
34715,4,Crimean Astrophys Observ
5525,1,CERN
6177,141,Florida Int Univ
79684,1,Fac Med Lille
5525,104,Iowa State Univ
5528,172,Univ Washington
242109,0,Univ Paris 11
20152,26,Gaziantep Univ
213710,5,Assistance Publ Hop Marseille
10486,37,European Org Nucl Res CERN
125577,2,Univ Calif Los Angeles
6176,122,Kharkov Inst Phys & Technol
26871,18,Univ Naples Federico 2
39459,43,Inst Nucl Res ATOMKI
174544,19,Duke Univ
5528,7,TOBB Univ Econ & Technol
8989,4,Univ Lyon
13756,36,UCL
19641,11,Ctr Spatial Liege
5527,34,Univ Fed Rio de Janeiro
7486,22,Arcetri Astrophys Observ
6185,142,Florida Int Univ
256142,14,Interuniv Ctr Astron & Astrophys
3002,22,Univ Florida
5522,6,Univ Ghent
29273,63,Purdue Univ
255878,9,Natl Marine Environm Forecast Ctr
8769,168,Univ Tennessee
6965,4,INSERM
6177,27,CEA Saclay
6179,112,CERN
6181,57,Ist Nazl Fis Nucl
110936,10,Ctr Brasileiro Pesquisas Fis
58025,13,CSIC
286267,25,Biacore GE Healthcare
48998,12,Embry Riddle Aeronaut Univ
13753,18,Duke Univ
6180,65,Univ Milano Bicocca
2081,61,Ist Nazl Fis Nucl
6182,166,Rockefeller Univ
74105,1,Max Delbruck Ctr Mol Med
10353,7,Museo Origenes
116938,22,Harvard Univ
187240,16,Cardiff Univ
65529,14,Univ Valparaiso
24225,8,Univ Bologna
278316,27,York Univ
19646,7,CALTECH
317322,0,Univ Toulouse
196392,20,Cornell Univ
111564,52,Univ Pittsburgh
5532,3,Univ Antwerp
5528,213,Univ Wisconsin
111564,9,Univ Calif San Diego
6176,153,Univ Mississippi
7425,0,Univ Paris Diderot
8769,154,Univ Nebraska
6171,37,Univ Hamburg
187238,71,Univ Florence
5528,130,Univ Amsterdam
6172,127,Boston Univ
187238,79,Vrije Univ Amsterdam
241871,0,Fac Med Nord
30634,7,Hosp Clin Barcelona
6179,174,Univ Fed ABC
5532,79,Univ Turin
71520,0,CHI Raincy Montfermeil
6182,33,Rhein Westfal TH Aachen
275732,1,Univ Caen
6174,103,Russian Acad Sci
24208,0,INFN Sez Pisa
314840,2,Univ Paris 05
6172,184,Alstom Contracting
5524,216,NORDUnet AS
15640,77,Univ Roma La Sapienza
278316,26,SUNY Stony Brook
121966,52,Univ Pisa
6184,88,Seoul Natl Univ
58026,21,CNRS
72814,0,St Anne Hosp
64902,8,Cornell Univ
53127,39,Warsaw Univ
6182,67,Ist Nazl Fis Nucl
13753,72,Waseda Univ
127373,9,Nucl Inst Phys & Nucl Engn
6179,169,Texas Tech Univ
88887,6,G Rummo Hosp
78966,0,Univ Oxford
282649,0,Univ Nice Sophia
6169,188,Suleyman Demirel Univ
178933,40,Hungarian Acad Sci
6174,30,Univ Lyon 1
6181,187,Warsaw Univ Technol
286677,0,Univ Hosp Jean Minjoz
196392,16,Uppsala Univ
30175,39,Ctr Invest Energet Medioambientales & Tecnol
178932,147,Shinshu Univ
111598,27,Univ Karlsruhe
97646,14,CHRU Lille
217872,5,British Antarctic Survey
259645,16,Ecole Polytech
135574,1,Observ Cote Azur
3001,54,Univ Paris 06
6181,124,Rutherford Appleton Lab
6169,178,Ist Nazl Fis Nucl
6174,160,Princeton Univ
2060,220,IN2P3
213271,5,CEA Saclay
209187,2,Univ Paris 13
21861,14,Univ Chicago
238841,26,Rhein Westfal TH Aachen
5527,35,Univ Sao Paulo
5527,83,Inst Astro & Teilchenphys
65119,18,Hop Univ
13713,46,Michigan State Univ
240430,8,CHU Tours
29273,16,Univ Chicago
58023,27,Univ Versailles St Quentin
38841,83,Eotvos Lorand Univ
6185,127,Boston Univ
6180,83,Wonkwang Univ
27114,1,CHU
20223,1,Univ Rennes
49303,0,CHRU Lille
39457,93,Lab Instrumentacao & Fis Expt Particulars
258256,3,UCL
213779,17,CHU Nice
20152,197,Tufts Univ
150657,1,Univ Lille 2
6183,151,Univ Minnesota
48998,63,Astron Inst
184756,1,Univ Zaragoza
308118,7,Univ Versailles
6182,23,Natl Inst Chem Phys & Biophys
248539,2,Inst Butantan
82756,2,Hosp Univ La Fe
178933,57,Moscow Engn Phys Inst
13713,25,Univ Glasgow
286267,12,Univ Strasbourg
8769,28,Ecole Polytech
21861,56,Univ Padua
286267,31,Univ Navarra
6173,24,Helsinki Inst Phys
24208,16,Univ Sofia
159586,1,Hop St Louis
204668,0,INSERM
187238,18,Washington State Univ
111564,36,MIT
20152,6,TOBB Univ Econ & Technol
178934,54,Univ Valencia
211172,1,Michigan State Univ
86638,0,Univ Marne la Vallee
93134,0,INSAT
187238,29,Univ Michigan
6182,116,Univ Zurich
110936,144,Suleyman Demirel Univ
6181,85,Chonnam Natl Univ
178934,25,Kyoto Univ
15102,0,Univ Paris 13
111565,1,Argonne Natl Lab
6184,87,Korea Univ
53126,82,IPJ
282600,16,Univ Sydney
6174,119,Cukurova Univ
5528,78,ZITI Ruprecht Karls Univ Heidelberg
6176,110,Univ Autonoma Madrid
2060,128,Radboud Univ Nijmegen
58023,33,Stanford Univ
62194,1,Univ Poitiers
90571,1,Ecole Normale Super Lyon
168286,7,Observ Cote Azur
116938,37,Univ Toronto
21861,57,USAUniv Pierre & Marie Curie
6179,129,Univ Calif Los Angeles
239137,0,Univ Salamanca
5524,108,NC PHEP BSU
6169,16,Inst High Energy Phys
259645,6,Univ Paris 07
276367,9,Ctr Human Genet & Lab Med
252411,1,Univ Toulouse 3
6169,136,Cornell Univ
213779,16,CHU Rouen
178936,54,CERN
19641,81,Univ Autonoma Barcelona
159418,8,St James Univ
121966,35,UCL
6173,143,Florida Inst Technol
24208,160,Univ Puerto Rico
34715,7,European So Observ
196392,36,Univ Calif Berkeley
121966,26,Johns Hopkins Univ
119069,20,Univ Geneva
178936,31,Polish Acad Sci
6184,96,Univ Canterbury
188997,0,Nancy Univ
26871,37,Albert Einstein Inst
37516,5,Observ Paris
290559,0,Univ Paris 06
8769,122,Univ Bristol
13753,6,Baylor Univ
6183,112,Univ Cantabria
3001,22,Univ Geneva
63908,60,CALTECH
215900,0,Max Planck Inst Kernphys
13756,62,Univ Rochester
283849,18,CHU Amiens
39457,42,Univ Delhi
13756,47,Northwestern Univ
6177,26,CNRS
6179,55,Univ Bologna
24208,12,Ctr Brasileiro Pesquisas Fis
293112,0,Biomed Primate Res Ctr
113291,38,Lab Accelerateur Lineaire
195997,0,Ohio State Univ
8063,96,CEA
224058,5,Tohoku Univ
19641,42,Univ London Imperial Coll Sci Technol & Med
118393,25,Helsinki Inst Phys
6171,181,ENEA Casaccia Res Ctr
48998,37,Hanford Observ
181413,2,Georgia Inst Technol
7486,15,Sheffield Hallam Univ
5525,5,Univ Savoie
2068,36,Michigan State Univ
6175,93,Univ Iberoamer
118393,1,Acad Sinica
240430,14,CH
215900,27,CNRS
2060,174,Shinshu Univ
5524,37,Pontificia Univ Catolica Chile
178096,0,Univ Paris 06
307275,9,Belfast City Hosp
307275,15,Nantes Univ Hosp
21861,21,Ist Nazl Fis Nucl
178933,71,Univ Cape Town
5533,191,INFN Grp Coll Udine
38841,66,Univ Aquila
86334,12,Univ Wisconsin
57160,0,Univ Rennes 1
5527,232,Jagiellonian Univ
240708,0,Jagiellonian Univ
113291,24,Univ Dortmund
168286,9,Univ La Laguna
5522,19,Rudjer Boskovic Inst
248706,1,Univ Perpignan
145159,0,Tech Univ Cluj Napoca
5533,68,Univ Geneva
294249,0,UPVD
3001,11,Univ Calif Los Angeles
6167,32,Tbilisi State Univ
24208,187,Univ Basilicata
258262,3,Tech Univ Dresden
82990,1,Hop Avicennes
8063,38,Ist Nazl Fis Nucl
125628,0,Univ Montreal
6175,1,Inst Hochenergiephys OeAW
2060,187,Technion Israel Inst Technol
259084,14,German Res Ctr Geosci
5526,205,Rutherford Appleton Lab
5526,145,Univ Pavia
196050,2,Univ Paris 05
5526,0,SUNY Albany
178936,16,Univ Ferrara
24209,12,Univ Calif Santa Barbara
5528,160,Ist Nazl Fis Nucl
122198,0,Sun Yat Sen Univ
2060,69,Tbilisi State Univ
5528,66,Ist Nazl Fis Nucl
6168,142,Florida State Univ
71520,2,CHI Elbeuf Louviers Val de Reuil
263227,30,Univ Calif Los Angeles
25703,4,CNRS
196392,9,Daresbury Lab
235738,6,Univ Hosp
29273,34,Chonnam Natl Univ
212151,2,Ctr Hosp St Anne
74386,2,Amiens Univ Hosp
61989,1,Univ Paris 05
6167,151,Univ Maryland
6177,52,Ist Nazl Fis Nucl
6182,102,Petersburg Nucl Phys Inst
20152,85,Kobe Univ
48329,5,CNRS
237812,8,CIRAD
13713,33,Coll London
263227,9,Univ Coll Dublin
259079,4,Embry Riddle Aeronaut Univ
6182,0,Yerevan Phys Inst
5533,150,Univ Pisa
316721,0,Univ Paris 05
258354,23,Univ Pisa
2069,30,Korea Inst Sci & Technol Informat
113291,68,Univ Pisa
280470,7,Univ Rouen
24209,59,Ist Nazl Fis Nucl
2094,38,MIT
13756,26,Johns Hopkins Univ
6172,147,Univ Kansas
20152,28,Univ Bologna
125588,2,CHU
13713,57,Univ Penn
5532,42,KFKI Res Inst Particle & Nucl Phys
5526,202,Ist Nazl Fis Nucl
30175,53,Univ Oxford
6169,102,Russian Acad Sci
6176,128,Brown Univ
6184,81,Univ Trieste
239137,7,Univ Kiel
178932,180,Weizmann Inst Sci
30175,17,Comenius Univ
6182,20,Univ Split
71715,2,Univ Aix Marseille 2
5528,119,Moscow Engn & Phys Inst MEPhI
24225,55,Univ Padua
6168,17,Peking Univ
5533,78,Inst Phys
299713,1,Rennes Univ Hosp
307275,7,Univ Munster
2069,58,Scuola Normale Super Pisa
58026,17,INAF Osservatorio Astron Roma
24209,76,Univ Wisconsin
83835,0,Stanford Univ
248171,3,Univ Nacl Mar Plata
6184,38,Univ Karlsruhe
15640,108,Vinca Inst Nucl Sci
20152,143,Univ Pavia
19647,18,UCL
6181,2,Natl Ctr Particle & High Energy Phys
240632,0,GFM
6167,111,Univ Autonoma Madrid
248328,0,Univ Paris 13
278316,36,Univ Bologna
110936,112,PN Lebedev Phys Inst
6178,78,Ist Nazl Fis Nucl
261132,0,IFMA UBP
5527,181,Univ Sussex
6185,69,Univ Pavia
315999,0,APHM
56194,10,Norwegian Univ Life Sci
273217,30,Univ Tokyo
118956,4,Henri Mondor Univ Hosp
6179,172,Wayne State Univ
28302,3,Louisiana State Univ
53127,35,Univ Oregon
39457,62,Ist Nazl Fis Nucl
53127,15,Montana State Univ
178933,88,Benemerita Univ Autonoma Puebla
5522,131,Univ Calif San Diego
3002,31,Seoul Natl Univ
267082,2,Univ Stuttgart
6171,186,Izmir Inst Technol
6183,75,Ist Nazl Fis Nucl
50844,3,Calif State Univ Long Beach
6169,76,Univ Roma La Sapienza
39459,107,Univ Autonoma Madrid
110936,174,Princeton Univ
178932,182,Bergische Univ
6172,61,Ist Nazl Fis Nucl
20152,210,Univ Victoria
6168,64,Univ Milano Bicocca
5524,134,Osaka Univ
234526,3,Univ Salamanca
5522,174,Fayoum Univ
6185,44,Debrecen Univ Med
116615,1,Univ Sussex
4169,117,Univ Montreal
187238,35,CALTECH
2081,142,Florida Int Univ
1486,4,Inst Natl Rech Archeol Prevent
6174,115,Swiss Fed Inst Technol
53127,80,Inst Appl Phys
13713,3,Argonne Natl Lab
178778,1,INSERM
2060,159,Ist Nazl Fis Nucl
5533,23,Univ Birmingham
159363,1,ICMCB CNRS
263227,53,Uniwersytet Jagiellonski
297437,4,Inst J Paoli I Calmettes
82980,5,Necker
238177,18,Univ Texas SW Med Ctr Dallas
6182,104,Inst Theoret & Expt Phys
33556,0,Univ Paris Diderot
291269,8,Univ Lille
19641,21,Univ Helsinki
4169,16,Univ Belgrade
268592,28,Minist Foreign Affairs
6179,135,Univ Colorado
6179,177,Univ Basilicata
6168,73,Ist Nazl Fis Nucl
203846,3,Stanford Univ
283849,12,CHU Rouen
13753,71,Tufts Univ
6185,61,Ist Nazl Fis Nucl
111564,59,Univ Trieste
20152,41,Pontificia Univ Catolica Chile
20152,51,Univ Calabria
38884,0,Univ Lyon 1
26764,23,INSERM
53127,87,Univ Trent
131774,19,Univ Groningen
6183,108,Vinca Inst Nucl Sci
13750,77,Univ Texas Brownsville & Texas Southmost Coll
53127,0,LIGO CALTECH
154398,1,Max Planck Inst Astron
56133,0,Univ Zaragoza
5524,76,Indiana Univ
210753,5,Mcmaster Univ & Hamilton Hlth Sci
238177,5,Med Univ Graz
211172,4,Natl Inst Phys & Nucl Engn
307275,19,Hop Necker Enfants Malad
49651,1,Univ Bucharest
113291,90,Univ Warwick
278316,16,Univ Bern
116937,10,Univ Calif Santa Barbara
53126,15,Max Planck Inst Gravitat Phys
110936,130,Middle E Tech Univ
196392,35,Univ Calif Berkeley
15640,112,Univ Cantabria
26871,35,Univ Minnesota
13756,70,Univ Tsukuba
6177,144,Univ Illinois
13756,33,Chonbuk Natl Univ
6184,25,Lappeenranta Univ Technol
6178,106,PN Lebedev Phys Inst
5526,113,Univ Milan
238177,10,Univ Angers
6179,137,Fairfield Univ
259654,0,Max Planck Inst Kernphys
20152,31,Brandeis Univ
36409,0,CEA
5533,18,Univ Bergen
24209,25,Harvard Univ
6172,9,Catholic Univ Louvain
203846,0,Univ Glasgow
5522,17,Tech Univ Split
5522,94,Univ Canterbury
6167,46,Univ Delhi
38841,52,INFN
84040,18,Observ Grenoble
4169,182,AlbaNova
263973,0,European Mol Biol Lab
6168,72,Univ Perugia
6185,9,Catholic Univ Louvain
5528,22,Univ Bern
6173,1,Inst Hochenergiephys OeAW
131775,16,Univ Aberdeen
174544,1,Helsinki Inst Phys
8769,1,OeAW
278316,0,Univ Glasgow
7486,23,St Marys Univ
2405,0,Lab Astrophys Marseille
86931,1,Univ Catholique Louvain
28876,1,Univ Calif Los Angeles
53127,59,Univ Sheffield
5533,115,Natl Acad Sci Belarus
15102,8,Univ Nice
39457,41,Panjab Univ
67204,6,Univ Paris 05
131775,25,Univ Med Ctr Rotterdam
131775,15,City Hosp Nottingham
6174,130,Univ Calif Los Angeles
30634,21,Univ Turin
116938,23,Univ Helsinki
131246,4,Ankara Univ
6177,97,Quaid I Azam Univ
6169,41,Univ Ioannina
2976,38,MIT
5533,133,No Illinois Univ
5532,34,Rhein Westfal TH Aachen
6173,93,Univ Iberoamer
6182,150,Univ Maryland
5528,24,Bogazici Univ
5527,50,Univ Clermont Ferrand
13713,52,Okayama Univ
6168,118,Natl Taiwan Univ
5525,15,Univ Bergen
272601,10,Univ Michigan
270282,5,Creteil Univ Hosp
24208,130,Univ Calif Davis
154207,2,Univ Perpignan Via Domitia
6169,84,Chonnam Natl Univ
5526,99,Univ London
15640,124,Rutherford Appleton Lab
6167,86,Chonnam Natl Univ
260215,1,Inst Super Mat & Mecan Avances
2081,114,Paul Scherrer Inst
171821,3,Univ Edinburgh
113291,51,Univ Mississippi
160074,13,Univ Hosp Jean Minjoz
5522,48,Tata Inst Fundamental Res EHEP
6184,8,Univ Ghent
6174,5,Univ Antwerp
53126,85,Hobart & William Smith Coll
6178,169,Texas A&M Univ
5528,212,Weizmann Inst Sci
53127,93,Trinity Univ
208388,7,Angers Univ Hosp
19646,20,CNRS
259654,28,CBA Pretoria
10047,12,Space Telescope Sci Inst
113291,58,Ohio State Univ
6171,24,Helsinki Inst Phys
217872,2,Univ Munster
268592,29,Natl TB Programme
5522,186,Ist Nazl Fis Nucl
5527,230,Univ S Carolina
93807,1,McMaster Clin
293384,9,Univ Calif Davis
5524,52,DESY
5527,127,Ist Nazl Fis Nucl
304945,0,CHU Rangueil
3002,3,Argonne Natl Lab
15104,3,Univ Heidelberg
48998,49,Vrije Univ Amsterdam
159516,9,Bristol Myers Squibb Co
178932,75,Johannes Gutenberg Univ Mainz
8769,42,KFKI Res Inst Particle & Nucl Phys
6174,95,Univ Auckland
13756,17,Duke Univ
74650,4,Univ Vienna
115329,0,Ctr Hosp Reg & Univ Lille
64902,5,Univ Michigan
24208,147,Johns Hopkins Univ
2060,106,Univ Massachusetts
13713,31,Seoul Natl Univ
235738,2,Univ Paris 07
34582,2,Univ Minnesota
204416,4,Univ Cape Town
31661,70,Ist Nazl Fis Nucl Trieste Udine
6169,43,Inst Nucl Res ATOMKI
82904,1,Agence Biomed
6169,181,Warsaw Univ Technol
6177,82,Univ Trieste
39382,7,Univ Nice Sophia Antipolis
65529,16,Univ Edinburgh
266987,0,Tokyo Univ Agr & Technol
110936,46,Univ Ioannina
281306,4,Univ Hosp
111564,18,Fermilab Natl Accelerator Lab
2081,86,Korea Univ
259645,3,Univ Erlangen Nurnberg
24240,45,Inst Theoret & Expt Phys
131774,3,Univ Kiel
5526,197,York Univ
280704,9,IFJ PAN
2081,32,Acad Sci
6173,151,MIT
2060,158,Ritsumeikan Univ
309367,6,Russian Acad Sci
238841,85,So Methodist Univ
19648,1,UCL
2060,90,Univ Nacl La Plata
5527,150,Univ Pittsburgh
5522,103,Moscow MV Lomonosov State Univ
159475,2,Univ Paris 13
5532,122,Univ Bristol
6177,180,Ist Nazl Fis Nucl
24225,21,Fermilab Natl Accelerator Lab
24208,31,Ecole Polytech
2639,0,Lab Astrophys Grenoble
2081,109,CIEMAT
235738,0,Duke Clin Res Inst
116938,3,Baylor Univ
2068,8,Univ Bologna
6175,37,Univ Hamburg
282022,1,Lille Univ Hosp
5525,49,Louisiana Tech Univ
270924,2,Fac Med
20419,3,Univ Montreal
200531,1,Paul Cezanne Univ
5525,198,Uppsala Univ
2068,55,Univ Penn
4169,108,McGill Univ
5527,58,Univ Texas Dallas
254713,0,Res Ctr Automat Control
34557,6,Clin Oncoematol Pediatr
211172,6,Univ Bern
15640,85,Chonnam Natl Univ
63908,56,Univ Michigan
38841,41,CALTECH
2976,56,Ist Nazl Fis Nucl
20152,106,Univ Melbourne
38841,3,Univ Naples Federico 2
6169,18,Univ Los Andes
53126,23,Columbia Univ
35106,48,Inst Theoret & Expt Phys
5527,148,Univ Pisa
6172,173,Wayne State Univ
6178,90,Sungkyunkwan Univ
24225,0,Univ Helsinki
116938,15,Joint Inst Nucl Res
6181,21,Rudjer Boskovic Inst
24208,108,State Res Ctr Russian Federat
2094,21,Ist Nazl Fis Nucl
63948,1,Indian Inst Astrophys
4169,201,Univ Calif Irvine
15640,64,Ist Nazl Fis Nucl
6176,84,Wonkwang Univ
250571,3,Univ Montreal
158336,5,Catholic Univ Cent African States
4169,243,KFKI Res Inst Particle & Nucl Phys
286267,32,EMD Lexigen Res Ctr
178932,42,Duke Univ
178932,153,Stockholm Univ
283324,2,Vogelwarte Radolfzell Max Planck Inst Ornithol
178932,12,Univ Birmingham
2081,161,Princeton Univ
24208,98,Quaid I Azam Univ
6184,131,Univ Calif Riverside
216379,3,Univ Montreal
5524,237,Univ S Carolina
187238,1,Max Planck Inst Gravitat Phys
254360,4,CETIOM
299713,6,Brest Univ Hosp
6174,188,Izmir Inst Technol
255470,16,Hop St Louis
5525,201,Ctr Mixto UVEG CSIC
58025,21,Queen Mary Univ London
24225,56,Univ Paris 06
6169,30,Univ Lyon 1
6173,37,Univ Hamburg
48998,91,Univ Rochester
6169,90,Vilnius Univ
39457,129,Fermilab Natl Accelerator Lab
62564,25,EPFL
87169,0,McMaster Clin
110003,4,Univ Naples Federico II
6174,162,Purdue Univ
