id,d,first_name,fn_initial,mn_initial,last_name
9057,4,R,R,"",Meyer
259506,0,R,R,"",Meyer
61989,0,R,R,"",Meyer
142307,0,R,R,"",Meyer
301030,0,R,R,"",Meyer
71715,5,R,R,"",Meyer
284535,11,R,R,"",Meyer
99538,4,R,R,"",Meyer
116644,2,R,R,"",Meyer
177048,3,R,R,"",Meyer
120801,2,R,R,"",Meyer
106719,3,M,M,"",Morel
133582,3,M,M,"",Morel
178778,1,M,M,"",Morel
275781,4,M,M,"",Morel
316721,4,M,M,"",Morel
78633,1,M,M,"",Morel
79684,3,M,M,"",Morel
115329,3,M,M,"",Morel
188997,0,M,M,"",Morel
29233,1,M,M,"",Morel
223905,0,M,M,"",Morel
236338,0,M,M,"",Morel
295650,0,M,M,"",Morel
297916,0,M,M,"",Morel
6824,2,M,M,"",Morel
150372,2,M,M,"",Morel
81734,2,M,M,"",Morel
18747,2,M,M,"",Morel
19517,1,M,M,"",Morel
75680,1,M,M,"",Morel
249638,0,M,M,"",Morel
260939,0,M,M,"",Morel
103867,1,M,M,"",Morel
306257,0,M,M,"",Morel
113968,54,M,M,"",Morel
178933,690,M,M,"",Morel
149100,3,M,M,"",Morel
302835,1,M,M,"",Morel
137542,2,D,D,"",Zighed
140398,2,D,D,"",Zighed
153523,1,D,D,A,Zighed
214700,2,D,D,"",Zighed
214780,2,D,D,"",Zighed
219345,1,D,D,A,Zighed
219350,2,D,D,"",Zighed
223321,2,D,D,"",Zighed
302866,1,D,D,A,Zighed
304268,1,D,D,A,Zighed
306485,1,D,D,A,Zighed
134269,0,J,J,L,Velcin
214700,1,J,J,"",Velcin
313152,2,J,J,"",Velcin
313182,1,J,J,"",Velcin
11412,4,G,G,"",Pujolle
19895,2,G,G,"",Pujolle
25814,1,G,G,"",Pujolle
52838,3,G,G,"",Pujolle
55857,2,G,G,"",Pujolle
86638,2,G,G,"",Pujolle
103612,3,G,G,"",Pujolle
140395,1,G,G,"",Pujolle
142619,2,G,G,"",Pujolle
147304,2,G,G,"",Pujolle
147329,2,G,G,"",Pujolle
147365,1,G,G,"",Pujolle
150137,1,G,G,"",Pujolle
150879,2,G,G,"",Pujolle
150881,3,G,G,"",Pujolle
150970,3,G,G,"",Pujolle
151141,3,G,G,"",Pujolle
151429,1,G,G,"",Pujolle
151430,2,G,G,"",Pujolle
152054,2,G,G,"",Pujolle
152807,2,G,G,"",Pujolle
152848,1,G,G,"",Pujolle
153383,2,G,G,"",Pujolle
153840,2,G,G,"",Pujolle
158267,0,G,G,"",Pujolle
158268,2,G,G,"",Pujolle
167194,2,G,G,"",Pujolle
186440,2,G,G,"",Pujolle
194986,2,G,G,"",Pujolle
205880,1,G,G,"",Pujolle
205881,1,G,G,"",Pujolle
207056,1,G,G,"",Pujolle
217248,2,G,G,"",Pujolle
218771,2,G,G,"",Pujolle
218776,3,G,G,"",Pujolle
218779,1,G,G,"",Pujolle
219700,3,G,G,"",Pujolle
220065,4,G,G,"",Pujolle
220304,2,G,G,"",Pujolle
221244,2,G,G,"",Pujolle
222894,3,G,G,"",Pujolle
222900,3,G,G,"",Pujolle
223729,1,G,G,"",Pujolle
227369,2,G,G,"",Pujolle
227379,2,G,G,"",Pujolle
227381,2,G,G,"",Pujolle
227752,4,G,G,"",Pujolle
227913,3,G,G,"",Pujolle
228122,1,G,G,"",Pujolle
228215,3,G,G,"",Pujolle
228239,1,G,G,"",Pujolle
228281,2,G,G,"",Pujolle
228284,2,G,G,"",Pujolle
228287,3,G,G,"",Pujolle
228878,3,G,G,"",Pujolle
228882,2,G,G,"",Pujolle
228886,3,G,G,"",Pujolle
229262,3,G,G,"",Pujolle
229418,2,G,G,"",Pujolle
230891,2,G,G,"",Pujolle
231849,2,G,G,"",Pujolle
231931,1,G,G,"",Pujolle
233382,1,G,G,"",Pujolle
233393,3,G,G,"",Pujolle
233398,2,G,G,"",Pujolle
233402,2,G,G,"",Pujolle
233517,2,G,G,"",Pujolle
233541,1,G,G,"",Pujolle
233566,3,G,G,"",Pujolle
233587,3,G,G,"",Pujolle
234226,3,G,G,"",Pujolle
245394,1,G,G,"",Pujolle
251377,2,G,G,"",Pujolle
258464,6,G,G,"",Pujolle
258465,1,G,G,"",Pujolle
269742,2,G,G,"",Pujolle
273865,2,G,G,"",Pujolle
288632,7,G,G,"",Pujolle
290559,3,G,G,"",Pujolle
291841,2,G,G,"",Pujolle
303959,2,G,G,"",Pujolle
312278,4,G,G,"",Pujolle
312520,3,G,G,"",Pujolle
313134,1,G,G,"",Pujolle
315689,1,G,G,"",Pujolle
317460,1,G,G,"",Pujolle
317468,3,G,G,"",Pujolle
317469,2,G,G,"",Pujolle
172333,1,S,S,"",Pujolle
18292,0,N,N,"",Louvet
56041,3,N,N,"",Louvet
186885,1,N,N,"",Louvet
254235,1,N,N,"",Louvet
272162,0,N,N,"",Louvet
288165,1,N,N,"",Louvet
297586,2,N,N,"",Louvet
198699,2,N,N,"",Louvet
237402,5,N,N,"",Louvet
2689,0,N,N,"",Louvet
2692,1,N,N,"",Louvet
73767,3,N,N,"",Louvet
146775,1,N,N,"",Louvet
248706,2,N,N,"",Louvet
2691,0,F,F,"",de Dinechin
90574,1,F,F,"",De Dinechin
144929,0,F,F,"",de Dinechin
145159,2,F,F,"",De Dinechin
146777,1,F,F,"",de Dinechin
148046,1,F,F,"",de Dinechin
154082,1,F,F,"",de Dinechin
225306,0,F,F,"",de Dinechin
229074,1,F,F,"",de Dinechin
302885,0,F,F,"",de Dinechin
302886,0,F,F,"",de Dinechin
13902,1,G,G,"",de Dinechin
156071,1,G,G,"",de Dinechin
179548,3,G,G,"",de Dinechin
280247,5,G,G,"",De Dinechin
216761,3,B,B,D,de Dinechin
218782,0,B,B,D,de Dinechin
300083,3,B,B,D,de Dinechin
40271,3,M,M,"",de Dinechin
81321,0,M,M,"",de Dinechin
283324,0,M,M,"",de Dinechin
14025,1,N,N,"",Boussaid
27699,0,N,N,"",Boussaid
226358,0,N,N,"",Boussaid
121133,0,O,O,"",Boussaid
137537,2,O,O,"",Boussaid
139541,2,O,O,"",Boussaid
146793,5,O,O,"",Boussaid
149361,1,O,O,"",Boussaid
220634,2,O,O,"",Boussaid
58907,4,B,B,"",Boussaid
312565,0,B,B,"",Boussaid
71906,5,A,A,"",Boussaid
93134,2,M,M,"",Boussaid
133868,4,M,M,"",Boussaid
125155,0,L,L,"",Boussaid
113249,2,S,S,"",Boussaid
25453,0,S,S,"",Boussaid-Om Ezzine
18535,10,J,J,M,Muller
27815,0,J,J,M,Muller
164252,2,J,J,M,Muller
164832,2,J,J,M,Muller
223383,0,J,J,M,Muller
4274,3,J,J,M,Muller
81659,3,J,J,M,Muller
169270,9,J,J,M,Muller
212837,3,J,J,M,Muller
6965,10,C,C,"",Daumas-Duport
50922,8,C,C,"",Daumas-Duport
57201,6,C,C,"",Daumas-Duport
65108,14,C,C,"",Daumas-Duport
72814,7,C,C,"",Daumas-Duport
91879,7,C,C,"",Daumas-Duport
156939,4,C,C,"",Daumas-Duport
192033,5,C,C,"",Daumas-Duport
196015,4,C,C,"",Daumas-Duport
196050,8,C,C,"",Daumas-Duport
212151,3,C,C,"",Daumas-Duport
230414,4,C,C,"",Daumas-Duport
251147,8,C,C,"",Daumas-Duport
251185,4,C,C,"",Daumas-Duport
262418,11,C,C,"",Daumas-Duport
295326,7,C,C,"",Daumas-Duport
314840,6,C,C,"",Daumas-Duport
32111,1,S,S,"",Daumas
106385,0,S,S,"",Daumas
177081,2,S,S,"",Daumas
261383,0,S,S,"",Daumas
73766,0,M,M,"",Daumas
147519,1,M,M,"",Daumas
213826,1,M,M,"",Daumas
260631,1,M,M,"",Daumas
294249,0,M,M,"",Daumas
307003,0,M,M,"",Daumas
190056,1,A,A,"",Daumas
270924,1,A,A,"",Daumas
111832,3,L,L,"",Daumas
80372,5,A,A,S,Abe
122743,4,A,A,"",Abe
182624,7,A,A,"",Abe
244418,4,A,A,"",Abe
55776,2,C,C,"",Abe
62916,8,C,C,"",Abe
75366,3,C,C,"",Abe
158336,7,C,C,"",Abe
268592,25,C,C,"",Abe
275592,1,C,C,"",Abe
248539,5,C,C,M,Abe
56994,2,E,E,"",Abe
66312,1,E,E,"",Abe
173428,1,E,E,"",Abe
177291,3,E,E,"",Abe
181743,2,E,E,"",Abe
181981,4,E,E,"",Abe
184127,0,E,E,"",Abe
256630,1,E,E,"",Abe
5437,1,H,H,"",Abe
316790,1,H,H,"",Abe
243800,7,H,H,"",Abe
243800,4,H,H,"",Abe
130165,28,K,K,"",Abe
273217,1,K,K,"",Abe
258256,6,K,K,"",Abe
98948,1,K,K,"",Abe
150657,1,K,K,"",Abe
2533,7,L,L,"",Abe
2639,7,L,L,"",Abe
2876,1,L,L,"",Abe
34753,14,L,L,"",Abe
39382,12,L,L,"",Abe
59564,5,L,L,"",Abe
63956,13,L,L,"",Abe
84088,4,L,L,"",Abe
135574,0,L,L,"",Abe
146817,1,L,L,"",Abe
168944,6,L,L,"",Abe
203766,3,L,L,"",Abe
214574,1,L,L,"",Abe
219791,6,L,L,"",Abe
219794,6,L,L,"",Abe
219798,0,L,L,"",Abe
219800,3,L,L,"",Abe
250831,1,L,L,"",Abe
266987,4,L,L,"",Abe
310458,0,L,L,"",Abe
310916,11,L,L,"",Abe
313488,0,L,L,"",Abe
313493,8,L,L,"",Abe
314098,3,L,L,"",Abe
255195,1,M,M,"",Abe
262519,1,M,M,"",Abe
5154,4,M,M,"",Abe
62416,4,M,M,"",Abe
69739,3,M,M,"",Abe
126475,2,M,M,"",Abe
266189,11,M,M,"",Abe
283288,2,M,M,"",Abe
69437,14,M,M,"",Abe
238130,8,M,M,"",Abe
68949,2,O,O,"",Abe
